uid,cause_nbr,account_nbr,sale_type,status,estimated_surplus,address,city,state,zip,county,parcel_id,auction_date,sale_price,mortgage_balance,first_name,last_name,email,phone
1015312805,2023DTX0442,V92799903000400,SALE,Cancelled,201114.0,11940 OAK ABBEY CT,EL PASO,TX,79936-0622,El Paso County,EL-PASO-COUNTY-V92799903000400,2026-09-01,215730.0,14616.0,,,,
1001544253,2022DTX0964,S54000000030600,SALE,Sold,92607.0,713 ORTIZ LN,EL PASO,TX,79927-2316,El Paso County,EL-PASO-COUNTY-S54000000030600,2026-09-01,116838.0,24231.0,,,,
1001385476,2023DTX1526,M47399902401500,SALE,Cancelled,325907.0,119 S STANTON ST,EL PASO,TX,79901-2402,El Paso County,EL-PASO-COUNTY-M47399902401500,2026-09-01,382050.0,56143.0,,,,
1005121310,2024DTX1871,V66699900200900,SALE,Cancelled,345675.0,6022 VICENTE GOMEZ,EL PASO,TX,79932-2912,El Paso County,EL-PASO-COUNTY-V66699900200900,2026-09-01,376734.0,31059.0,,,,
1004960363,2023DTX0907,H79302100600030,SALE,Cancelled,108348.0,712 ZINC PL,EL PASO,TX,79928-7638,El Paso County,EL-PASO-COUNTY-H79302100600030,2026-09-01,119986.0,11638.0,,,,
1010205517,22-TX-0010,565000000096000,SALE,Cancelled,122404.8,6513 ANDERSON ST,TEXAS CITY,TX,77591-3729,Galveston County,GALVESTON-COUNTY-565000000096000,2026-09-01,162340.0,39935.2,,,,
1009637224,21-TX-0626,350501480012000,SALE,Cancelled,295733.62,2820 AVENUE K,GALVESTON,TX,77550-4437,Galveston County,GALVESTON-COUNTY-350501480012000,2026-09-01,298490.0,2756.38,,,,
1012742774,24-TX-0102,296501620016000,SALE,Cancelled,189439.9,5510 AVENUE S,GALVESTON,TX,77551-5540,Galveston County,GALVESTON-COUNTY-296501620016000,2026-09-01,193710.0,4270.1,,,,
1010115087,18-TX-0491,596001640019000,SALE,Cancelled,83416.94,612 NELSON AVE,PORT BOLIVAR,TX,77650,Galveston County,GALVESTON-COUNTY-596001640019000,2026-09-01,100000.0,16583.06,,,,
1009527397,17-TX-0139,571200010001000,SALE,Sold,122114.12,VACANT LAND ON HWY 87,GILCHRIST,TX,77617,Galveston County,GALVESTON-COUNTY-571200010001000,2026-09-01,150240.0,28125.88,,,,
1009076455,22-TX-0323,286700000049000,SALE,Sold,6256.32,VACANT LOT AT 1312 MELODY LN,CRYSTAL BEACH,TX,77650,Galveston County,GALVESTON-COUNTY-286700000049000,2026-09-01,12390.0,6133.68,,,,
1010110023,22-TX-0136,596004010010000,SALE,Sold,37870.1,VACANT LOT AT 1611 FRONT AVE,PORT BOLIVAR,TX,77650,Galveston County,GALVESTON-COUNTY-596004010010000,2026-09-01,48380.0,10509.9,,,,
1009561539,18-TX-0908,442000540004000,SALE,Sold,3209.41,VACANT LOT AT 2231 11TH AVE N,TEXAS CITY,TX,77590-5116,Galveston County,GALVESTON-COUNTY-442000540004000,2026-09-01,12200.0,8990.59,,,,
1008784443,18-TX-0189,017500170001000,SALE,Cancelled,117523.86,VACANT LOT AT 4026 HIGHWAY 6,HITCHCOCK,TX,77563,Galveston County,GALVESTON-COUNTY-017500170001000,2026-09-01,124430.0,6906.14,,,,
1008634818,23-TX-0340,315000050008001,SALE,Struck off to Jurisdiction,5830.27,VACANT LOT IN 200 BLK OF ALBERT ST,LA MARQUE,TX,77568,Galveston County,GALVESTON-COUNTY-315000050008001,2026-09-01,10810.0,4979.73,,,,
1010056016,20-TX-0344,596005520003000,SALE,Sold,23131.04,VACANT LOT IN THE 2200 BLK OF ANDERSON AVE.,PORT BOLIVAR,TX,77650,Galveston County,GALVESTON-COUNTY-596005520003000,2026-09-01,30100.0,6968.96,,,,
1010180038,18-TX-0126,624000420021000,SALE,Cancelled,15823.27,VACANT LOT ON 22ND ST.,SAN LEON,TX,77539,Galveston County,GALVESTON-COUNTY-624000420021000,2026-09-01,25630.0,9806.73,,,,
1009648345,20-TX-0343,438200000147000,SALE,Cancelled,3628.23,VACANT LOT ON BAHAMA LN.,PORT BOLIVAR,TX,77650,Galveston County,GALVESTON-COUNTY-438200000147000,2026-09-01,9250.0,5621.77,,,,
1010210224,17-TX-0027,337000160004000,SALE,Cancelled,13017.09,VACANT LOTS ON BURNS STREET,HITCHCOCK,TX,77563,Galveston County,GALVESTON-COUNTY-337000160004000,2026-09-01,39680.0,26662.91,,,,
1009156322,24-TX-0256,703001070009000,RESALE,Scheduled for Online Auction,126305.73,115 7TH AVE N,TEXAS CITY,TX,77590-7738,Galveston County,GALVESTON-COUNTY-703001070009000,2026-10-06,142130.0,15824.27,,,,
1010177694,24-TX-0677,351000652002002,SALE,Scheduled for Online Auction,434590.59,2823 AVENUE O 1/2,GALVESTON,TX,77550-6853,Galveston County,GALVESTON-COUNTY-351000652002002,2026-10-06,472600.0,38009.41,,,,
1009843802,21-TX-0640,351000892014002,SALE,Scheduled for Online Auction,469333.27,3026 AVENUE Q,GALVESTON,TX,77550-7392,Galveston County,GALVESTON-COUNTY-351000892014002,2026-10-06,487490.0,18156.73,,,,
1008674753,18-TX-0642,150500000039000,SALE,Scheduled for Online Auction,58126.84,1702 BAYOU HOMES DR,GALVESTON,TX,77551-1335,Galveston County,GALVESTON-COUNTY-150500000039000,2026-10-06,65281.0,7154.16,,,,
1010218991,24-TX-0694,019700600000000,RESALE,Scheduled for Online Auction,13100.49,LANDLOCKED LOT N OF 5906 MENTOR DR,LA MARQUE,TX,77568,Galveston County,GALVESTON-COUNTY-019700600000000,2026-10-06,18450.0,5349.51,,,,
1010219273,24-TX-0762,116000760013008,RESALE,Scheduled for Online Auction,16509.15,LANDLOCKED PARCEL SOUTH OF ASH RD,SANTA FE,TX,77517-3301,Galveston County,GALVESTON-COUNTY-116000760013008,2026-10-06,19300.0,2790.85,,,,
1010115456,24-TX-0550,596001870023000,RESALE,Scheduled for Online Auction,15808.07,LOT - NE CORNER: BROADWAY & 7TH STREET,PORT BOLIVAR,TX,77650,Galveston County,GALVESTON-COUNTY-596001870023000,2026-10-06,20350.0,4541.93,,,,
1008823178,23-TX-0663,441700270004000,RESALE,Scheduled for Online Auction,162454.39,VACANT LOT AT 1219 3RD AVE S,TEXAS CITY,TX,77590-8546,Galveston County,GALVESTON-COUNTY-441700270004000,2026-10-06,173690.0,11235.61,,,,
1009155637,24-TX-0553,703000920005000,RESALE,Scheduled for Online Auction,7668.16,VACANT LOT AT 23 - 8TH AVE N,TEXAS CITY,TX,77590,Galveston County,GALVESTON-COUNTY-703000920005000,2026-10-06,21880.0,14211.84,,,,
1009916807,24-TX-0782,512000110025001,RESALE,Scheduled for Online Auction,20159.83,VACANT LOT AT 302 LAKE RD,LA MARQUE,TX,77568,Galveston County,GALVESTON-COUNTY-512000110025001,2026-10-06,23160.0,3000.17,,,,
1008943346,23-TX-0737,737300000028000,RESALE,Scheduled for Online Auction,52088.94,VACANT LOT AT 6212 EUGENIA AVE,TEXAS CITY,TX,77591-3924,Galveston County,GALVESTON-COUNTY-737300000028000,2026-10-06,77040.0,24951.06,,,,
1008827312,23-TX-0310,434500000008000,RESALE,Scheduled for Online Auction,9915.92,VACANT LOT IN 100 BLK OF UNION ST,LA MARQUE,TX,77568,Galveston County,GALVESTON-COUNTY-434500000008000,2026-10-06,17560.0,7644.08,,,,
1008433808,023059-CCL2,14509,SALE,Cancelled,182794.58,1333 FM 2767,KILGORE,TX,75662,Gregg County,GREGG-COUNTY-14509,2026-09-01,191780.0,8985.42,,,,
1009318314,021800-CCL2,70154,SALE,Cancelled,140876.21,1508 FULLER DR,LONGVIEW,TX,75602-5147,Gregg County,GREGG-COUNTY-70154,2026-09-01,144170.0,3293.79,,,,
1008134313,023172-CCL2,41100,SALE,Cancelled,78309.97,314 LUDER ST,KILGORE,TX,75662-5065,Gregg County,GREGG-COUNTY-41100,2026-09-01,90560.0,12250.03,,,,
1007936317,022869-CCL2,11216,SALE,Sold,49078.24,316 PARKWOOD ST,KILGORE,TX,75662-0820,Gregg County,GREGG-COUNTY-11216,2026-09-01,62740.0,13661.76,,,,
1005825009,022842-CCL2,29359,SALE,Cancelled,238316.72,327 REMINGTON,KILGORE,TX,75662-7309,Gregg County,GREGG-COUNTY-29359,2026-09-01,268600.0,30283.28,,,,
1002243668,25-097-DCCV-00044,R000010214,SALE,Scheduled for Auction,120908.0,193 COUNTY ROAD 318,JONESBORO,TX,76538-1300,Hamilton County,HAMILTON-COUNTY-R000010214,2026-10-06,127610.0,6702.0,,,,
1002189357,24-097-DCCV-00125,R000014592,SALE,Scheduled for Auction,19075.0,109 E LITTLE ST,HAMILTON,TX,76531-1122,Hamilton County,HAMILTON-COUNTY-R000014592,2026-10-06,25080.0,6005.0,,,,
1002117747,24-097-DCCV-00121,R000016698,SALE,Scheduled for Auction,81544.0,511 E PIERSON ST,HAMILTON,TX,76531-2332,Hamilton County,HAMILTON-COUNTY-R000016698,2026-10-06,84940.0,3396.0,,,,
1002155389,25-097-DCCV-00021,R000020323,SALE,Scheduled for Auction,2450.0,5337 FM 219 W,CARLTON,TX,76436-5004,Hamilton County,HAMILTON-COUNTY-R000020323,2026-10-06,7290.0,4840.0,,,,
1002137971,24-097-DCCV-00129,R000014628,SALE,Scheduled for Auction,15497.0,602 N. RAILROAD,HAMILTON,TX,76531,Hamilton County,HAMILTON-COUNTY-R000014628,2026-10-06,86310.0,70813.0,,,,
1002138202,25-097-DCCV-00039,R000015256,SALE,Scheduled for Auction,28944.0,304 S STIDHAM ST,HAMILTON,TX,76531-2140,Hamilton County,HAMILTON-COUNTY-R000015256,2026-10-06,32690.0,3746.0,,,,
1002117374,25-097-DCCV-00075,R000016007,SALE,Scheduled for Auction,73097.0,718 W CREWS ST,HAMILTON,TX,76531-2014,Hamilton County,HAMILTON-COUNTY-R000016007,2026-10-06,75170.0,2073.0,,,,
1000905635,202405091,0142190000011,RESALE,Sold,101174.0,2912 ARKANSAS ST # 8,HOUSTON,TX,77026,Harris County,HARRIS-COUNTY-0142190000011,2026-09-01,105156.0,3982.0,,,,
1003299330,202489792,0350930450017,SALE,Cancelled,559928.71,1202 AURORA ST,HOUSTON,TX,77009-1739,Harris County,HARRIS-COUNTY-0350930450017,2026-09-01,615998.0,56069.29,,,,
1002329442,201984005,0751900230005,SALE,Cancelled,56297.87,5318 BATAAN RD,HOUSTON,TX,77033-1702,Harris County,HARRIS-COUNTY-0751900230005,2026-09-01,58899.0,2601.13,,,,
1010897908,202305955,0630190050008,RESALE,Sold,28028.32,1210 BOOKERTEE ST,BAYTOWN,TX,77520,Harris County,HARRIS-COUNTY-0630190050008,2026-09-01,30000.0,1971.68,,,,
1011061604,202455751,0700040000046,SALE,Cancelled,231593.55,911 BRYAN AVE,PASADENA,TX,77506-2323,Harris County,HARRIS-COUNTY-0700040000046,2026-09-01,252298.0,20704.45,,,,
1009891821,202554065,0670230040075,SALE,Cancelled,242313.45,0 CARR ST,HOUSTON,TX,77026,Harris County,HARRIS-COUNTY-0670230040075,2026-09-01,290605.0,48291.55,,,,
1008349988,202423346,0641330030012,SALE,Cancelled,171179.45,2904 CETTI ST,HOUSTON,TX,77009-6912,Harris County,HARRIS-COUNTY-0641330030012,2026-09-01,234451.0,63271.55,,,,
1010761902,202546382,0810210000024,SALE,Cancelled,10281.86,3021 CORKSIE ST,HOUSTON,TX,77051-4117,Harris County,HARRIS-COUNTY-0810210000024,2026-09-01,72600.0,62318.14,,,,
1012044013,201984005,0572800160007,SALE,Cancelled,59081.36,6729 CULLEN BLVD,HOUSTON,TX,77021-5005,Harris County,HARRIS-COUNTY-0572800160007,2026-09-01,61260.0,2178.64,,,,
1012044014,201984005,0572800160009,SALE,Cancelled,58641.18,6729 CULLEN BLVD,HOUSTON,TX,77021-5005,Harris County,HARRIS-COUNTY-0572800160009,2026-09-01,61033.0,2391.82,,,,
1012044016,201984005,0572800160015,SALE,Cancelled,31621.5,6729 CULLEN BLVD,HOUSTON,TX,77021-5005,Harris County,HARRIS-COUNTY-0572800160015,2026-09-01,32454.0,832.5,,,,
1011975773,202455751,0903710000003,SALE,Cancelled,158108.79,510 DELTA ST,PASADENA,TX,77506-3122,Harris County,HARRIS-COUNTY-0903710000003,2026-09-01,172169.0,14060.21,,,,
1007342248,202489942,0181360000013,SALE,Cancelled,370929.84,7314 DENISON ST,HOUSTON,TX,77020-5415,Harris County,HARRIS-COUNTY-0181360000013,2026-09-01,382630.0,11700.16,,,,
1011869732,202464878,0752020260015,SALE,Cancelled,4034691.85,5538 DOLIVER DR,HOUSTON,TX,77056-2320,Harris County,HARRIS-COUNTY-0752020260015,2026-09-01,4184785.0,150093.15,,,,
1010098176,202529780,1149100000010,SALE,Sold,122175.93,12302 DUAL CIRCLE CT,CYPRESS,TX,77429-5020,Harris County,HARRIS-COUNTY-1149100000010,2026-09-01,147564.0,25388.07,,,,
1010532489,202354763,1167950050008,RESALE,Sold,29140.0,0 EGRET CANAL N,BAYTOWN,TX,77523,Harris County,HARRIS-COUNTY-1167950050008,2026-09-01,31500.0,2360.0,,,,
1013285330,202449366,1381540010001,SALE,Cancelled,806869.63,3008 ELYSIAN ST,HOUSTON,TX,77009,Harris County,HARRIS-COUNTY-1381540010001,2026-09-01,878975.0,72105.37,,,,
1012003485,201701921,0720410020050,RESALE,Sold,192297.0,16431 FIRST ST,CHANNELVIEW,TX,77530-4413,Harris County,HARRIS-COUNTY-0720410020050,2026-09-01,212297.0,20000.0,,,,
1011270741,202466911,0731800030560,SALE,Cancelled,61332.96,0 FITCH ST,HOUSTON,TX,77016,Harris County,HARRIS-COUNTY-0731800030560,2026-09-01,63938.0,2605.04,,,,
1011804421,202525611,0804720000012,SALE,Cancelled,144201.78,6619 FLAMINGO DR,HOUSTON,TX,77087-6521,Harris County,HARRIS-COUNTY-0804720000012,2026-09-01,193897.0,49695.22,,,,
1011655722,201075934,0701070160174,SALE,Cancelled,13917.49,3514 GEORGE ST,HOUSTON,TX,77026-2609,Harris County,HARRIS-COUNTY-0701070160174,2026-09-01,32779.0,18861.51,,,,
1011909606,202489729,0332150020001,SALE,Cancelled,646964.63,4100 HULL ST,HOUSTON,TX,77021-4020,Harris County,HARRIS-COUNTY-0332150020001,2026-09-01,680258.0,33293.37,,,,
1007555949,201984005,0191720000009,SALE,Cancelled,36183.42,3206 HUTCHINS ST,HOUSTON,TX,77004,Harris County,HARRIS-COUNTY-0191720000009,2026-09-01,38793.0,2609.58,,,,
1011991818,201984005,0572830220008,SALE,Cancelled,67740.86,4727 IDAHO ST,HOUSTON,TX,77021-5141,Harris County,HARRIS-COUNTY-0572830220008,2026-09-01,68950.0,1209.14,,,,
1014494470,202513538,0730850070107,SALE,Cancelled,215226.88,10905 INVIERNO ST,HOUSTON,TX,77029-2203,Harris County,HARRIS-COUNTY-0730850070107,2026-09-01,242537.0,27310.12,,,,
1012057265,202387925,0162780030019,SALE,Cancelled,495700.99,6008 KNOX ST,HOUSTON,TX,77091-4141,Harris County,HARRIS-COUNTY-0162780030019,2026-09-01,561432.0,65731.01,,,,
1011411379,202455751,0701280050004,SALE,Cancelled,177846.08,109 LEORA AVE,PASADENA,TX,77506-4440,Harris County,HARRIS-COUNTY-0701280050004,2026-09-01,194748.0,16901.92,,,,
1007107669,202211777,0791730180014,SALE,Struck off to Jurisdiction,49644.42,0 LOMALINDA AVE,HOUSTON,TX,77085,Harris County,HARRIS-COUNTY-0791730180014,2026-09-01,60462.0,10817.58,,,,
1007107677,202211777,0791730180015,SALE,Struck off to Jurisdiction,47607.9,0 LOMALINDA AVE,HOUSTON,TX,77085,Harris County,HARRIS-COUNTY-0791730180015,2026-09-01,60462.0,12854.1,,,,
1012142272,202367297,0350080000019,SALE,Struck off to Jurisdiction,108643.17,3517 MARKET ST,HOUSTON,TX,77020-3929,Harris County,HARRIS-COUNTY-0350080000019,2026-09-01,152950.0,44306.83,,,,
1011212019,202367297,0350080000003,SALE,Struck off to Jurisdiction,46995.44,3525 MARKET ST,HOUSTON,TX,77020-3929,Harris County,HARRIS-COUNTY-0350080000003,2026-09-01,109250.0,62254.56,,,,
1011572372,202455751,0771310030015,SALE,Cancelled,177470.43,2214 MARSHALL ST,PASADENA,TX,77506-3007,Harris County,HARRIS-COUNTY-0771310030015,2026-09-01,193147.0,15676.57,,,,
1009634633,202473084,0441560000041,SALE,Cancelled,18177.62,0 MARTIN LUTHER KING DR,HUMBLE,TX,77338,Harris County,HARRIS-COUNTY-0441560000041,2026-09-01,27225.0,9047.38,,,,
1010580392,202440947,0610550080028,SALE,Cancelled,142379.73,735 NEYLAND ST,HOUSTON,TX,77022-4669,Harris County,HARRIS-COUNTY-0610550080028,2026-09-01,184365.0,41985.27,,,,
1011554800,202517796,0823540000022,RESALE,Sold,140601.0,4817 PARADISE LN,HOUSTON,TX,77048-1029,Harris County,HARRIS-COUNTY-0823540000022,2026-09-01,144375.0,3774.0,,,,
1002758489,201015416,0771330080025,SALE,Cancelled,7156.56,4137 PHLOX ST,HOUSTON,TX,77051-2703,Harris County,HARRIS-COUNTY-0771330080025,2026-09-01,26470.0,19313.44,,,,
1011569829,202455751,0771310060028,SALE,Cancelled,192028.55,2311 RAYMOND ST,PASADENA,TX,77506-3040,Harris County,HARRIS-COUNTY-0771310060028,2026-09-01,209128.0,17099.45,,,,
1004562267,202505492,0670750040091,RESALE,Sold,43089.0,4106 REID ST,HOUSTON,TX,77026-1554,Harris County,HARRIS-COUNTY-0670750040091,2026-09-01,47319.0,4230.0,,,,
1015159017,202367381,1404400230001,SALE,Cancelled,3053871.91,4521 SAN FELIPE ST # 3201,HOUSTON,TX,77027,Harris County,HARRIS-COUNTY-1404400230001,2026-09-01,3434680.0,380808.09,,,,
1017355536,202513546,1461400010001,SALE,Cancelled,275984.63,4010 SWINGLE RD,HOUSTON,TX,77047,Harris County,HARRIS-COUNTY-1461400010001,2026-09-01,303634.0,27649.37,,,,
1011888861,202437681,0720760010007,SALE,Cancelled,65833.06,4302 WEAVER RD,HOUSTON,TX,77016-5635,Harris County,HARRIS-COUNTY-0720760010007,2026-09-01,91410.0,25576.94,,,,
1013219962,202176871,1059630040014,RESALE,Sold,135105.0,12329 WINDJAMMER ST,HOUSTON,TX,77072-3241,Harris County,HARRIS-COUNTY-1059630040014,2026-09-01,139771.0,4666.0,,,,
1007978304,202306469,0590970000004,SALE,Cancelled,194028.81,3215 WISCONSIN ST,BAYTOWN,TX,77520-5910,Harris County,HARRIS-COUNTY-0590970000004,2026-09-01,202213.0,8184.19,,,,
1010801186,201404326,0690150060002,SALE,Scheduled for Auction,43287.36,4358 ALVIN ST,HOUSTON,TX,77051,Harris County,HARRIS-COUNTY-0690150060002,2026-10-06,87141.0,43853.64,,,,
1007331470,201923515,0181460000001,RESALE,Scheduled for Auction,114815.41,7502 AMARILLO ST,HOUSTON,TX,77020-7007,Harris County,HARRIS-COUNTY-0181460000001,2026-10-06,120245.0,5429.59,,,,
1010417674,202517839,0964900000020,SALE,Scheduled for Auction,158668.0,13203 AVONELLE LN,HOUSTON,TX,77045-3111,Harris County,HARRIS-COUNTY-0964900000020,2026-10-06,178036.0,19368.0,,,,
1012056511,202406345,1010270000023,SALE,Scheduled for Auction,264038.25,7707 BRAES MEADOW DR,HOUSTON,TX,77071-1402,Harris County,HARRIS-COUNTY-1010270000023,2026-10-06,357427.0,93388.75,,,,
1006935374,202082663,0570680000012,SALE,Scheduled for Auction,99649.79,519 CAPLIN ST,HOUSTON,TX,77022-5551,Harris County,HARRIS-COUNTY-0570680000012,2026-10-06,127194.0,27544.21,,,,
1001893052,202508601,0690630120208,SALE,Scheduled for Auction,182777.46,6305 CAVALCADE ST,HOUSTON,TX,77026-4313,Harris County,HARRIS-COUNTY-0690630120208,2026-10-06,203859.0,21081.54,,,,
1011407586,202525753,0150630000005,SALE,Scheduled for Auction,132146.88,2111 CLEMENTINE ST,HOUSTON,TX,77020-2800,Harris County,HARRIS-COUNTY-0150630000005,2026-10-06,137945.0,5798.12,,,,
1010495344,202427499,0630810040054,SALE,Scheduled for Auction,197966.64,6201 COCHRAN ST,HOUSTON,TX,77022-5720,Harris County,HARRIS-COUNTY-0630810040054,2026-10-06,222176.0,24209.36,,,,
1011655604,202551239,0791610000008,SALE,Scheduled for Auction,73392.04,7110 DARIEN ST,HOUSTON,TX,77028,Harris County,HARRIS-COUNTY-0791610000008,2026-10-06,82419.0,9026.96,,,,
1012082125,202441016,0660430000010,SALE,Scheduled for Auction,116562.36,6203 DEL RIO ST,HOUSTON,TX,77021-1205,Harris County,HARRIS-COUNTY-0660430000010,2026-10-06,346222.0,229659.64,,,,
1011907660,202332436,0833070000096,RESALE,Scheduled for Auction,14147.99,15 DUNNAM PL,KINGWOOD,TX,77345,Harris County,HARRIS-COUNTY-0833070000096,2026-10-06,20139.0,5991.01,,,,
1011406621,202312729,0122200000015,SALE,Scheduled for Auction,197698.23,5327 E HOUSTON RD,HOUSTON,TX,77028-5722,Harris County,HARRIS-COUNTY-0122200000015,2026-10-06,234709.0,37010.77,,,,
1011753249,202439319,0710290070193,SALE,Scheduled for Auction,87662.57,0 E TIDWELL RD,HOUSTON,TX,77016,Harris County,HARRIS-COUNTY-0710290070193,2026-10-06,105216.0,17553.43,,,,
1010231064,201568888,0720160010046,SALE,Scheduled for Auction,46174.76,4114 E TOLIVER ST,HOUSTON,TX,77016-6239,Harris County,HARRIS-COUNTY-0720160010046,2026-10-06,64263.0,18088.24,,,,
1009528501,202000751,0750720070001,SALE,Scheduled for Auction,148837.49,714 E WITCHER LN,HOUSTON,TX,77076-4817,Harris County,HARRIS-COUNTY-0750720070001,2026-10-06,208003.0,59165.51,,,,
1010014289,202060110,0771970030100,SALE,Scheduled for Auction,108684.33,0 GESSNER RD,HOUSTON,TX,77041,Harris County,HARRIS-COUNTY-0771970030100,2026-10-06,132090.0,23405.67,,,,
1011530430,201855919,0790050040048,SALE,Scheduled for Auction,91958.15,7823 GREEN RIVER DR,HOUSTON,TX,77028,Harris County,HARRIS-COUNTY-0790050040048,2026-10-06,110790.0,18831.85,,,,
1011400498,201767269,0450640000132,SALE,Scheduled for Auction,3245590.36,4000 GRIGGS RD # 126,HOUSTON,TX,77021,Harris County,HARRIS-COUNTY-0450640000132,2026-10-06,5900577.0,2654986.64,,,,
1000879340,202593560,1107090000005,SALE,Scheduled for Auction,308341.81,1400 HERMANN DR #2E,HOUSTON,TX,77004,Harris County,HARRIS-COUNTY-1107090000005,2026-10-06,318907.0,10565.19,,,,
1010601972,202432902,0710640090009,SALE,Scheduled for Auction,29854.28,0 HEWRICK,HOUSTON,TX,77020,Harris County,HARRIS-COUNTY-0710640090009,2026-10-06,41200.0,11345.72,,,,
1007667974,202120945,0911370000010,SALE,Scheduled for Auction,75270.22,5774 HIRONDEL ST,HOUSTON,TX,77033-2302,Harris County,HARRIS-COUNTY-0911370000010,2026-10-06,133482.0,58211.78,,,,
1011856501,202593623,0661080100222,SALE,Cancelled,238181.27,4501 HIRSCH RD,HOUSTON,TX,77026-2743,Harris County,HARRIS-COUNTY-0661080100222,2026-10-06,257250.0,19068.73,,,,
1000870441,202581210,0740110000053,SALE,Cancelled,295030.95,507 INNSDALE DR,HOUSTON,TX,77076-4322,Harris County,HARRIS-COUNTY-0740110000053,2026-10-06,313188.0,18157.05,,,,
1010784538,202521411,0611620270007,SALE,Scheduled for Auction,272020.51,2902 ISABELLA ST,HOUSTON,TX,77004-5450,Harris County,HARRIS-COUNTY-0611620270007,2026-10-06,300735.0,28714.49,,,,
1001151292,202589280,0691050060026,SALE,Scheduled for Auction,133357.62,4509 KEYSTONE ST,HOUSTON,TX,77021-3338,Harris County,HARRIS-COUNTY-0691050060026,2026-10-06,143899.0,10541.38,,,,
1011415781,202589280,1094150000006,SALE,Scheduled for Auction,163870.3,4711 KILKENNY DR,HOUSTON,TX,77048-4039,Harris County,HARRIS-COUNTY-1094150000006,2026-10-06,175753.0,11882.7,,,,
1012018128,202257620,0660200000584,RESALE,Scheduled for Auction,4961.0,0 LAVENDER ST,HOUSTON,TX,77016-7024,Harris County,HARRIS-COUNTY-0660200000584,2026-10-06,7040.0,2079.0,,,,
1004300486,202453806,0660210000306,SALE,Scheduled for Auction,58238.41,6522 LAVENDER ST,HOUSTON,TX,77028,Harris County,HARRIS-COUNTY-0660210000306,2026-10-06,68950.0,10711.59,,,,
1000592078,202069926,0760070080113,SALE,Scheduled for Auction,147991.63,4818 LINCOLNSHIRE RD,HOUSTON,TX,77048-4722,Harris County,HARRIS-COUNTY-0760070080113,2026-10-06,175430.0,27438.37,,,,
1007299877,201751037,0862270000017,RESALE,Scheduled for Auction,20308.0,17 MAGNOLIA ST,HUFFMAN,TX,77336-3448,Harris County,HARRIS-COUNTY-0862270000017,2026-10-06,20808.0,500.0,,,,
1012128235,202006751,0690640140242,SALE,Scheduled for Auction,140449.38,4711 MAJESTIC ST,HOUSTON,TX,77026-3135,Harris County,HARRIS-COUNTY-0690640140242,2026-10-06,145002.0,4552.62,,,,
1011972324,202357720,1227930000010,SALE,Scheduled for Auction,261292.56,1615 N MAIN ST,BAYTOWN,TX,77520-2856,Harris County,HARRIS-COUNTY-1227930000010,2026-10-06,273762.0,12469.44,,,,
1011470125,202505414,0710670010002,SALE,Scheduled for Auction,383188.1,0 PERSIMMON ST,HOUSTON,TX,77093,Harris County,HARRIS-COUNTY-0710670010002,2026-10-06,435004.0,51815.9,,,,
1010520968,202154455,1148050080009,SALE,Scheduled for Auction,37917.29,2822 S BARTELL DR APT 9,HOUSTON,TX,77054-1458,Harris County,HARRIS-COUNTY-1148050080009,2026-10-06,44608.0,6690.71,,,,
1006852162,202596781,0370530130018,SALE,Scheduled for Auction,1832511.63,5615 S RICE AVE,HOUSTON,TX,77081-2117,Harris County,HARRIS-COUNTY-0370530130018,2026-10-06,1901823.0,69311.37,,,,
1005759293,202030881,1215250010001,RESALE,Scheduled for Auction,1298893.0,1307 TOWNHOUSE LN,PASADENA,TX,77502-1464,Harris County,HARRIS-COUNTY-1215250010001,2026-10-06,1348893.0,50000.0,,,,
1007178440,202210131,0791590020015,SALE,Scheduled for Auction,156307.32,226 W ROCKY CREEK RD,HOUSTON,TX,77076-2018,Harris County,HARRIS-COUNTY-0791590020015,2026-10-06,159087.0,2779.68,,,,
1007311903,202382756,0181140000007,SALE,Scheduled for Auction,188831.72,7514 WAXAHACHIE ST,HOUSTON,TX,77020,Harris County,HARRIS-COUNTY-0181140000007,2026-10-06,205610.0,16778.28,,,,
1015944266,25-2920-DCA,12-7250-2020-21400-2,SALE,Sale Results Pending,21319.68,897 BANDERA ST MOBILE HOME ONLY IN SADDLE BROOK MHP,SAN MARCOS,TX,78666,Hays County,HAYS-COUNTY-12-7250-2020-21400-2,2026-09-01,29970.0,8650.32,,,,
1008803780,23-0805,11-7195-0000-06600-2,SALE,Cancelled,816748.13,611 BOULDER BLF,SAN MARCOS,TX,78666,Hays County,HAYS-COUNTY-11-7195-0000-06600-2,2026-09-01,831360.0,14611.87,,,,
1009275078,18-1135,11-3435-0010-01500-2,SALE,Cancelled,120178.24,401 CRESTHILL CAUSEWAY,KYLE,TX,78640,Hays County,HAYS-COUNTY-11-3435-0010-01500-2,2026-09-01,127420.0,7241.76,,,,
1009062444,19-0467,11-9990-0600-00600-2,SALE,Sale Results Pending,29374.92,302 FIRST ST W @ MAIN ST,KYLE,TX,78640,Hays County,HAYS-COUNTY-11-9990-0600-00600-2,2026-09-01,56780.0,27405.08,,,,
1008856265,12-2512,12-3200-2010-20300-3,SALE,Cancelled,5430.14,MOBILE HOME ONLY - 203 BUTTERCUP ST SAN MARCOS REGENCY MHP,SAN MARCOS,TX,78666,Hays County,HAYS-COUNTY-12-3200-2010-20300-3,2026-09-01,13570.0,8139.86,,,,
